date,name,sex,country_killed,medium,freelance,local_foreign
February 23 2009,Ernie Rollin,male,Philippines,Radio,No,local
February 18 2009,Musa Khankhel,male,Pakistan,Print Television,No,local
February 12 2009,Puniyamoorthy Sathiyamoorthy,male,Sri Lanka,Radio Television,Yes,local
February 11 2009,Anak Agung Prabangsa,male,Indonesia,Print,No,local
February 7 2009,Ando Ratovonirina,male,Madagascar,Television,No,local
February 2 2009,Said Tahlil Ahmed,male,Somalia,Radio,No,local
January 19 2009,Anastasiya Baburova,female,Russia,Print,Yes,local
January 16 2009,Orel Sambrano,male,Venezuela,Print Radio,No,local
January 11 2009,Uma Singh,female,Nepal,Print Radio,No,local
January 8 2009,Lasantha Wickramatunga,male,Sri Lanka,Print,No,local
January 7 2009,Basil Ibrahim Faraj,male,Israel and the Occupied Palestinian Territory,Television,No,local
January 4 2009,Tahir Awan,male,Pakistan,Print,Yes,local
January 4 2009,Mohammad Imran,male,Pakistan,Television,No,local
January 1 2009,Hassan Mayow Hassan,male,Somalia,Radio,No,local
November 25 2008,Vikas Ranjan,male,India,Print,No,local
November 13 2008,Armando Rodr�_guez Carre�_n,male,Mexico,Print,No,local
November 3 2008,Abdul Razzak Johra,male,Pakistan,Television,No,local
October 23 2008,Ivo Pukanic,male,Croatia,Print,No,local
October 6 2008,Rashmi Mohamed,male,Sri Lanka,Television,No,local
September 27 2008,Jaruek Rangcharoen,male,Thailand,Print,No,local
September 24 2008,Alejandro Zen�_n Fonseca Estrada,male,Mexico,Radio,No,local
September 13 2008,Musab Mahmood al-Ezawi,male,Iraq,Television,No,local
September 13 2008,Ahmed Salim,male,Iraq,Television,No,local
September 13 2008,Ihab Mu'd,male,Iraq,Television,No,local
September 2 2008,Telman (Abdulla) Alishayev,male,Russia,Television,No,local
August 31 2008,Magomed Yevloyev,male,Russia,Internet,No,local
August 29 2008,Abdul Aziz Shaheen,male,Pakistan,Print,No,local
August 21 2008,Chalee Boonsawat,male,Thailand,Print,No,local
August 13 2008,Javed Ahmed Mir,male,India,Television,No,local
August 12 2008,Stan Storimans,male,Georgia,Television,No,foreign
August 10 2008,Alexander Klimchuk,male,Georgia,Print Internet,Yes,local
August 10 2008,Grigol Chikhladze,male,Georgia,Print Internet,Yes,local
August 9 2008,Dennis Cuesta,male,Philippines,Radio,No,local
August 7 2008,Martin Roxas,male,Philippines,Radio,No,local
August 1 2008,Athiwat Chaiyanurat,male,Thailand,Print Television,No,local
July 21 2008,Soran Mama Hama,male,Iraq,Print,No,local
July 11 2008,Khem Sambo,male,Cambodia,Print,No,local
June 17 2008,Mohieldin Al Naqeeb,male,Iraq,Television,No,local
June 7 2008,Nasteh Dahir Farah,male,Somalia,Print Radio,No,local
May 28 2008,Paranirupasingham Devakumar,male,Sri Lanka,Television,No,local
May 22 2008,Haidar al-Hussein,male,Iraq,Print,No,local
May 22 2008,Mohammed Ibrahim,male,Pakistan,Television,No,local
May 21 2008,Wissam Ali Ouda,male,Iraq,Television,No,local
May 11 2008,Ashok Sodhi,male,India,Print,No,local
May 4 2008,Sarwa Abdul-Wahab,female,Iraq,Internet,Yes,local
April 25 2008,Jassim al-Batat,male,Iraq,Radio Television,No,local
April 16 2008,Fadel Shana,male,Israel and the Occupied Palestinian Territory,Television,No,local
April 1 2008,Mohammed Muslimuddin,male,India,Print,No,local
March 29 2008,Carlos Quispe Quispe,male,Bolivia,Radio,No,local
February 29 2008,Siraj Uddin,male,Pakistan,Print,No,local
February 27 2008,Shihab al-Tamimi,male,Iraq,Print Radio Television,No,local
February 9 2008,Chishti Mujahid,male,Pakistan,Print,No,local
January 29 2008,Alaa Abdul-Karim al-Fartoosi,male,Iraq,Television,No,local
January 28 2008,Hassan Kafi Hared,male,Somalia,Print Internet,No,local
January 15 2008,Carsten Thomassen,male,Afghanistan,Print,No,foreign
November 27 2007,Suresh Linbiyo,male,Sri Lanka,Radio,No,local
November 27 2007,T. Tharmalingam,male,Sri Lanka,Radio,No,local
November 27 2007,Isaivizhi Chempiyan,female,Sri Lanka,Radio,No,local
November 23 2007,Zubair Ahmed Mujahid,male,Pakistan,Print,No,local
October 28 2007,Shehab Mohammad al-Hiti,male,Iraq,Print,No,local
October 24 2007,Alisher Saipov,male,Kyrgyzstan,Print Radio Internet,No,local
October 19 2007,Bashiir Noor Gedi,male,Somalia,Radio,No,local
October 19 2007,Muhammad Arif,male,Pakistan,Television,No,local
October 18 2007,Carlos Salgado,male,Honduras,Radio,No,local
October 14 2007,Salih Saif Aldin,male,Iraq,Print,No,foreign
October 4 2007,Birendra Shah,male,Nepal,Print Radio Television,No,local
September 27 2007,Kenji Nagai,male,Myanmar,Print Television,No,foreign
September 20 2007,Muhannad Ghanem Ahmad al-Obaidi,male,Iraq,Radio,No,local
September 3 2007,Amer Malallah al-Rashidi,male,Iraq,Television,No,local
August 24 2007,Abdulkadir Mahad Moallim Kaskey,male,Somalia,Radio,Yes,local
August 22 2007,Tito Alberto Palma,male,Paraguay,Radio,No,foreign
August 11 2007,Mahad Ahmed Elmi,male,Somalia,Radio,No,local
August 11 2007,Ali Sharmarke,male,Somalia,Radio,No,local
August 2 2007,Chauncey Bailey,male,USA,Print,No,local
July 27 2007,Adnan al-Safi,male,Iraq,Television,No,local
July 16 2007,Majeed Mohammed,male,Iraq,Print,No,local
July 16 2007,Mustafa Gaimayani,male,Iraq,Print,No,local
July 13 2007,Khalid W. Hassan,male,Iraq,Print,No,foreign
July 12 2007,Namir Noor-Eldeen,male,Iraq,Print,No,foreign
July 3 2007,Javed Khan,male,Pakistan,Print Television Internet,No,local
June 27 2007,Sarmad Hamdi Shaker,male,Iraq,Television,No,local
June 26 2007,Hamid Abed Sarhan,male,Iraq,Print,Yes,local
June 17 2007,Filaih Wuday Mijthab,male,Iraq,Print,No,local
June 13 2007,Serge Maheshe,male,Democratic Republic of the Congo,Radio,No,local
June 11 2007,Aref Ali Filaih,male,Iraq,Print,Yes,local
June 7 2007,Sahar Hussein Ali al-Haydari,female,Iraq,Print,Yes,local
June 6 2007,Mohammad Hilal Karji,male,Iraq,Television,No,local
June 4 2007,Zakia Zaki,female,Afghanistan,Radio,No,local
June 2 2007,Noor Hakim Khan,male,Pakistan,Print,No,local
May 30 2007,Nazar Abdulwahid al-Radhi,male,Iraq,Print Radio,Yes,local
May 17 2007,Saif Laith Yousuf,male,Iraq,Television,No,local
May 17 2007,Alaa Uldeen Aziz,male,Iraq,Television,No,local
May 16 2007,Ahmed Hassan Mahad,male,Somalia,Radio,No,local
May 16 2007,Abshir Ali Gabre,male,Somalia,Radio,No,local
May 13 2007,Suleiman Abdul-Rahim al-Ashi,male,Israel and the Occupied Palestinian Territory,Print,No,local
May 9 2007,Raad Mutashar,male,Iraq,Print,No,local
May 6 2007,Dmitry Chebotayev,male,Iraq,Print,Yes,foreign
May 5 2007,Mohammed Abdullahi Khalif,male,Somalia,Radio,Yes,local
May 5 2007,Luiz Carlos Barbon Filho,male,Brazil,Print Radio,No,local
April 29 2007,Selvarajah Rajeewarnam,male,Sri Lanka,Print,No,local
April 28 2007,Mehboob Khan,male,Pakistan,Print,Yes,local
April 16 2007,Subash Chandraboas,male,Sri Lanka,Print,No,local
April 12 2007,Khaled Fayyad Obaid al-Hamdani,male,Iraq,Television,No,local
April 8 2007,Ajmal Naqshbandi,male,Afghanistan,Print,Yes,local
April 6 2007,Amado Ram�_rez Dillanes,male,Mexico,Radio Television,No,local
April 6 2007,Othman al-Mashhadani,male,Iraq,Print,Yes,local
April 5 2007,Khamail Khalaf ,female,Iraq,Radio,No,local
April 5 2007,Thaer Ahmad Jaber ,male,Iraq,Television,No,local
March 31 2007,Edward Chikomba,male,Zimbabwe,Television,Yes,local
March 17 2007,Miguel P̩rez Julca,male,Peru,Radio,No,local
March 17 2007,Hamid al-Duleimi,male,Iraq,Television,No,local
March 7 2007,Yussef Sabri,male,Iraq,Television,No,local
March 4 2007,Mohan Hussein al-Dhahir,male,Iraq,Print,No,local
March 2 2007,Ivan Safronov,male,Russia,Print,No,local
February 24 2007,Jamal al-Zubaidi,male,Iraq,Print,No,local
February 5 2007,Abdulrazak Hashim Ayal al-Khakani,male,Iraq,Radio,No,local
January 28 2007,Hussein al-Zubaidi,male,Iraq,Print,No,local
January 20 2007,Rodolfo Rinc�_n Taracena,male,Mexico,Print,No,local
January 19 2007,Hrant Dink,male,Turkey,Print,No,local
January 19 2007,Jean-R̩my Badio,male,Haiti,Print,Yes,local
January 15 2007,Falah Khalaf al-Diyali,male,Iraq,Print,No,local
January 5 2007,Ahmed Hadi Naji,male,Iraq,Television,Yes,local
December 12 2006,Aswan Ahmed Lutfallah,male,Iraq,Television,No,local
December 4 2006,Nabil Ibrahim al-Dulaimi,male,Iraq,Radio,No,local
November 30 2006,Maksim Maksimov,male,Russia,Print,No,local
November 21 2006,Roberto Marcos Garc�_a,male,Mexico,Print,No,local
November 15 2006,Luma al-Karkhi,female,Iraq,Print,No,local
November 13 2006,Muhammad al-Ban,male,Iraq,Television,No,local
October 29 2006,Naqshin Hamma Rashid,female,Iraq,Television,No,local
October 27 2006,Bradley Will,male,Mexico,Internet,Yes,foreign
October 26 2006,Saed Mahdi Shlash,male,Iraq,Print,No,local
October 12 2006,Hussein Ali,male,Iraq,Television,No,local
October 12 2006,Ahmad Sha'ban,male,Iraq,Television,No,local
October 12 2006,Thaker al-Shouwili,male,Iraq,Television,No,local
October 12 2006,Noufel al-Shimari,male,Iraq,Television,No,local
October 12 2006,Abdul-Rahim Nasrallah al-Shimari,male,Iraq,Television,No,local
October 7 2006,Anna Politkovskaya,female,Russia,Print,No,local
October 7 2006,Christian Struwe,male,Afghanistan,Radio,No,foreign
October 7 2006,Karen Fischer,female,Afghanistan,Radio,Yes,foreign
September 18 2006,Ahmed Riyadh al-Karbouli,male,Iraq,Television,No,local
September 13 2006,Safa Isma'il Enad,male,Iraq,Print,Yes,local
September 9 2006,Abdel Karim al-Rubai,male,Iraq,Print,No,local
September 6 2006,Mohammed Taha Mohammed Ahmed,male,Sudan,Print,No,local
August 22 2006,Atilano Segundo P̩rez Barrios,male,Colombia,Radio,No,local
August 7 2006,Mohammad Abbas Mohammad,male,Iraq,Print,No,local
August 7 2006,Ismail Amin Ali,male,Iraq,Print,Yes,local
July 30 2006,Riyad Muhammad Ali,male,Iraq,Print,No,local
July 29 2006,Adel Naji al-Mansouri ,male,Iraq,Television,No,local
July 23 2006,Layal Najib,female,Lebanon,Print,Yes,local
July 22 2006,Abdul Qodus,male,Afghanistan,Television,No,local
July 18 2006,Armando Pace,male,Philippines,Radio,Yes,local
June 23 2006,Martin Adler,male,Somalia,Print,Yes,foreign
June 19 2006,Maricel Vigo,female,Philippines,Radio,Yes,local
June 19 2006,George Vigo,male,Philippines,Radio,Yes,local
June 16 2006,Hayatullah Khan,male,Pakistan,Print,Yes,local
June 13 2006,Ibrahim Seneid,male,Iraq,Print,No,local
May 31 2006,Ali Jaafar,male,Iraq,Television,No,local
May 29 2006,Paul Douglas,male,Iraq,Television,No,foreign
May 29 2006,James Brolan,male,Iraq,Television,No,foreign
May 29 2006,Munir Ahmed Sangi,male,Pakistan,Television,No,local
May 22 2006,Fernando Batul,male,Philippines,Radio,Yes,local
May 8 2006,Laith al-Dulaimi,male,Iraq,Television,No,local
April 29 2006,Herliyanto,male,Indonesia,Print,No,local
April 5 2006,Jorge Aguirre,male,Venezuela,Print,No,local
April 4 2006,So'oud Muzahim al-Shoumari,male,Iraq,Television,No,local
March 26 2006,Kamal Manahi Anbar,male,Iraq,Print,No,local
March 20 2006,Gustavo Rojas Gabalo,male,Colombia,Radio,No,local
March 13 2006,Muhsin Khudhair,male,Iraq,Print,No,local
March 11 2006,Amjad Hameed,male,Iraq,Television,No,local
March 7 2006,Munsuf Abdallah al-Khaldi,male,Iraq,Television,No,local
February 23 2006,Atwar Bahjat,female,Iraq,Television,No,local
February 23 2006,Adnan Khairallah,male,Iraq,Television,Yes,local
February 23 2006,Khaled Mahmoud al-Falahi,male,Iraq,Television,Yes,local
February 2 2006,Wu Xianghu,male,China,Print,No,local
January 25 2006,Mahmoud Za'al,male,Iraq,Television,No,local
January 24 2006,Subramaniyam Sugitharajah,male,Sri Lanka,Print,No,local
January 8 2006,Vagif Kochetkov,male,Russia,Print,No,local
January 6 2006,Prahlad Goala,male,India,Print,No,local
December 12 2005,Gebran Tueni,male,Lebanon,Print,No,local
November 17 2005,Gautam Das,male,Bangladesh,Print,No,local
November 7 2005,Ahmed Hussein Al-Maliki,male,Iraq,Print,No,local
October 19 2005,Mohammed Haroon,male,Iraq,Print,No,local
October 4 2005,Maheshwar Pahari,male,Nepal,Print,No,local
September 20 2005,Firas Maadidi,male,Iraq,Print,No,local
September 19 2005,Fakher Haider,male,Iraq,Print,Yes,local
September 17 2005,Hind Ismail,female,Iraq,Print,No,local
August 28 2005,Waleed Khaled,male,Iraq,Television,No,local
August 27 2005,Rafed Mahmoud Said al-Anbagy,male,Iraq,Television,No,local
August 12 2005,Relangi Selvarajah,female,Sri Lanka,Radio,No,local
August 3 2005,Steven Vincent,male,Iraq,Print,Yes,foreign
July 28 2005,Harry Yansaneh,male,Sierra Leone,Print,No,local
July 23 2005,Adnan al-Bayati,male,Iraq,Television,Yes,local
July 3 2005,"Rolando \""Dodong\"" Morales",male,Philippines,Radio,No,local
July 1 2005,Jos̩ C̢ndido de Amorim Filho ,male,Brazil,Radio,No,local
July 1 2005,Khaled al-Attar,male,Iraq,Television,No,local
June 28 2005,Ahmed Wael Bakri,male,Iraq,Television,No,local
June 28 2005,Magomedzagid Varisov,male,Russia,Print,No,local
June 25 2005,Bardhyl Ajeti,male,Serbia,Print,No,local
June 25 2005,Maha Ibrahim,female,Iraq,Television,No,local
June 5 2005,Duniya Muhyadin Nur,female,Somalia,Radio,No,local
June 2 2005,Samir Qassir,male,Lebanon,Print,No,local
June 2 2005,Daif al-Gahzal al-Shuhaibi,male,Libya,Internet,No,local
May 31 2005,Jerges Mahmood Mohamad Suleiman,male,Iraq,Television,No,local
May 21 2005,Pavel Makeev,male,Russia,Television,No,local
May 15 2005,Ahmed Adam,male,Iraq,Print,No,local
May 15 2005,Najem Abed Khudair,male,Iraq,Print,No,local
May 10 2005,Philip Agustin,male,Philippines,Print,No,local
May 4 2005,Klein Cantoneros,male,Philippines,Radio,Yes,local
April 29 2005,Dharmeratnam Sivaram,male,Sri Lanka,Print Internet,No,local
April 23 2005,Saleh Ibrahim,male,Iraq,Television,No,local
April 19 2005,Julio Augusto Garc�_a Romero,male,Ecuador,Print,No,local
April 16 2005,Dolores Guadalupe Garc�_a Escamilla,female,Mexico,Radio,No,local
April 15 2005,Saman Abdullah Izzedine,male,Iraq,Television,No,local
April 14 2005,Fadhil Hazem Fadhil,male,Iraq,Television,No,local
April 14 2005,Ali Ibrahim Issa,male,Iraq,Television,No,local
April 4 2005,Robenson Laraque,male,Haiti,Radio,No,local
April 1 2005,Ahmed Jabbar Hashim,male,Iraq,Print,No,local
March 24 2005,Marlene Garcia-Esperat,female,Philippines,Print,No,local
March 14 2005,Hussam Sarsam,male,Iraq,Television,No,local
March 2 2005,Elmar Huseynov,male,Azerbaijan,Print,No,local
February 25 2005,Raeda Wazzan,female,Iraq,Television,No,local
February 19 2005,Rafael Enrique Prins Vel��squez,male,Colombia,Print,No,local
February 11 2005,Sheikh Belaluddin,male,Bangladesh,Print,No,local
February 9 2005,Kate Peyton,female,Somalia,Television,No,foreign
February 7 2005,Allah Noor,male,Pakistan,Print,Yes,local
February 7 2005,Amir Nowab,male,Pakistan,Television,Yes,local
January 11 2005,Julio Hernando Palacios S��nchez,male,Colombia,Radio,No,local
December 16 2004,Deyda Hydara,male,Gambia,Print,No,local
December 11 2004,Lanka Jayasundara,male,Sri Lanka,Print,No,local
November 28 2004,Gregorio Rodr�_guez Hern��ndez,male,Mexico,Print,No,local
November 13 2004,Herson Hinolan,male,Philippines,Radio,No,local
November 12 2004,Gene Boyd Lumawag,male,Philippines,Print,No,local
November 9 2004,Mar�_a Jos̩ Bravo,female,Nicaragua,Print,No,local
November 7 2004,Antoine Mass̩,male,Ivory Coast,Print,No,local
November 1 2004,Dhia Najim,male,Iraq,Television,Yes,local
October 19 2004,Eldy Sablas (aka Eldy Gabinales),male,Philippines,Radio,No,local
October 14 2004,Dina Mohammed Hassan,male,Iraq,Television,No,local
October 14 2004,Karam Hussein,male,Iraq,Print,No,local
September 29 2004,Romeo (or Romy) Binungcal,male,Philippines,Print,No,local
September 14 2004,Juan Emilio And̼jar Matos,male,Dominican Republic,Radio,No,local
September 12 2004,Mazen al-Tumeizi,male,Iraq,Television,No,local
August 31 2004,Francisco Arratia Saldierna,male,Mexico,Print Internet,No,local
August 26 2004,Enzo Baldoni,male,Iraq,Print,Yes,foreign
August 22 2004,Kamal Hossain,male,Bangladesh,Print,No,local
August 16 2004,Bala Nadarajah Iyer,male,Sri Lanka,Print,No,local
August 15 2004,Mahmoud Hamid Abbas,male,Iraq,Television,No,local
August 11 2004,Dekendra Raj Thapa,male,Nepal,Radio,No,local
August 5 2004,Arnnel Manalo,male,Philippines,Print Radio,No,local
July 31 2004,"Rogelio \""Roger\"" Mariano",male,Philippines,Radio,No,local
July 9 2004,Paul Klebnikov,male,Russia,Print,No,foreign
June 27 2004,Humayun Kabir,male,Bangladesh,Print,No,local
June 22 2004,Francisco Javier Ortiz Franco,male,Mexico,Print,No,local
June 17 2004,Elpidio Binoya,male,Philippines,Radio,No,local
June 6 2004,Simon Cumbers,male,Saudi Arabia,Television,Yes,foreign
May 31 2004,Aiyathurai Nadesan,male,Sri Lanka,Print,No,local
May 28 2004,Dusko Jovanovic,male,Serbia,Print,No,local
May 27 2004,Shinsuke Hashida,male,Iraq,Print,Yes,foreign
May 27 2004,Kotaro Ogawa,male,Iraq,Print,Yes,foreign
May 21 2004,Rashid Hamid Wali,male,Iraq,Television,No,local
May 9 2004,Adlan Khasanov,male,Russia,Television,No,local
May 7 2004,Waldemar Milewicz,male,Iraq,Television,No,foreign
May 7 2004,Mounir Bouamrane,male,Iraq,Television,No,local
April 24 2004,Jos̩ Carlos Ara̼jo,male,Brazil,Radio,No,local
April 20 2004,Samuel Roṃ,male,Brazil,Radio,No,local
April 20 2004,Asiya Jeelani,female,India,Print,Yes,local
April 19 2004,Asaad Kadhim,male,Iraq,Television,No,local
April 12 2004,Alberto Rivera Fern��ndez,male,Peru,Radio,No,local
March 26 2004,Burhan Mohamed Mazhour,male,Iraq,Television,Yes,local
March 22 2004,Mohamed Abu Halima,male,Israel and the Occupied Palestinian Territory,Radio,No,local
March 19 2004,Ali al-Khatib,male,Iraq,Television,No,foreign
March 18 2004,Ali Abdel Aziz,male,Iraq,Television,No,local
March 18 2004,Nadia Nasrat,female,Iraq,Television,No,local
March 7 2004,Ricardo Ortega,male,Haiti,Television,No,local
February 21 2004,Veeraboina Yadagiri,male,India,Print,No,local
February 14 2004,Antonio de la Torre Echeand�_a,male,Peru,Radio,No,local
February 11 2004,Rowell Endrinal,male,Philippines,Radio,No,local
February 10 2004,Carlos Jos̩ Guadamuz,male,Nicaragua,Television,No,local
February 7 2004,Mart�_n La Rotta,male,Colombia,Radio,No,local
February 1 2004,Abdel Sattar Abdel Karim,male,Iraq,Print,Yes,local
February 1 2004,Semko Karim Mohyideen,male,Iraq,Television,Yes,local
February 1 2004,Gharib Mohamed Salih,male,Iraq,Television,Yes,local
February 1 2004,Ayoub Mohamed,male,Iraq,Television,Yes,local
February 1 2004,Haymin Mohamed Salih,male,Iraq,Television,No,local
February 1 2004,Safir Nader,male,Iraq,Television,No,local
January 29 2004,Sajid Tanoli,male,Pakistan,Print,No,local
January 27 2004,Duraid Isa Mohammed,male,Iraq,Television,No,local
January 15 2004,Manik Saha,male,Bangladesh,Print,No,local
December 29 2003,Ersa Siregar,male,Indonesia,Television,No,local
November 28 2003,Dmitry Zavadsky,male,Belarus,Television,No,local
October 28 2003,Ahmed Shawkat,male,Iraq,Print,No,local
October 21 2003,Jean H̩l̬ne,male,Ivory Coast,Radio,No,foreign
October 18 2003,Chou Chetharith,male,Cambodia,Radio,No,local
October 9 2003,Aleksei Sidorov,male,Russia,Print,No,local
September 7 2003,Gyanendra Khadka,male,Nepal,Print,No,local
September 6 2003,Satoru Someya,male,Japan,Print,Yes,local
September 6 2003,"Juan \""Jun\"" Pala",male,Philippines,Radio,No,local
August 25 2003,Ahmad Kareem,male,Iraq,Television,No,local
August 22 2003,Juan Carlos Benavides Ar̩valo,male,Colombia,Radio,No,local
August 20 2003,Rico Ramirez,male,Philippines,Radio,No,local
August 19 2003,Noel Villarante,male,Philippines,Print Radio,No,local
August 17 2003,Mazen Dana,male,Iraq,Television,No,foreign
July 24 2003,H̩ctor Ram�_rez,male,Guatemala,Radio Television,No,local
July 23 2003,Luiz Ant̫nio da Costa,male,Brazil,Print,No,local
July 10 2003,Zahra Kazemi,female,Iran,Print,Yes,foreign
July 8 2003,Bonifacio Gregorio,male,Philippines,Print,No,local
July 6 2003,Jeremy Little,male,Iraq,Television,Yes,foreign
July 5 2003,Richard Wild,male,Iraq,Television,Yes,foreign
July 3 2003,Yuri Shchekochikhin,male,Russia,Print,No,local
June 30 2003,Nicanor Linhares Batista,male,Brazil,Radio,No,local
May 17 2003,"Apolinario \""Polly\"" Pobeda",male,Philippines,Radio,No,local
May 2 2003,James Miller,male,Israel and the Occupied Palestinian Territory,Television,Yes,foreign
April 29 2003,Jaime Rengifo Revero,male,Colombia,Radio,No,local
April 28 2003,Guillermo Bravo Vega,male,Colombia,Radio,No,local
April 19 2003,Nazih Darwazeh,male,Israel and the Occupied Palestinian Territory,Television,No,local
April 8 2003,Taras Protsyuk,male,Iraq,Television,No,local
April 8 2003,Jos̩ Couso,male,Iraq,Television,No,foreign
April 8 2003,Tareq Ayyoub,male,Iraq,Television,No,foreign
April 7 2003,Christian Liebig,male,Iraq,Print,No,foreign
April 7 2003,Julio Anguita Parrado,male,Iraq,Print,No,foreign
April 6 2003,Jos̩ Emeterio Rivas,male,Colombia,Radio,No,local
April 3 2003,Michael Kelly,male,Iraq,Print,No,foreign
April 2 2003,Kaveh Golestan,male,Iraq,Television,Yes,foreign
March 22 2003,Paul Moran,male,Iraq,Television,Yes,foreign
March 22 2003,Terry Lloyd,male,Iraq,Television,No,foreign
March 18 2003,Luis Eduardo Alfonso Parada,male,Colombia,Print Radio,No,local
January 31 2003,Parvaz Mohammed Sultan,male,India,Print,No,local
January 30 2003,Dhan Bahadur Rokka Magar,male,Nepal,Radio,No,local
January 24 2003,Abdullahi Madkeer,male,Somalia,Radio,No,local
January 21 2003,Fazal Wahab,male,Pakistan,Print,Yes,local
November 21 2002,Ram Chander Chaterpatti,male,India,Print,No,local
October 20 2002,Shahid Soomro,male,Pakistan,Print,No,local
September 30 2002,Domingos S��vio Branḍo Lima J̼nior,male,Brazil,Print,No,local
September 26 2002,Roddy Scott,male,Russia,Television,Yes,foreign
September 22 2002,Issam Tillawi,male,Israel and the Occupied Palestinian Territory,Radio,No,local
August 22 2002,Sonny Alcantara,male,Philippines,Print Television,No,local
July 12 2002,Imad Abu Zahra,male,Israel and the Occupied Palestinian Territory,Print,Yes,local
July 5 2002,Shukur Hossain,male,Bangladesh,Print,No,local
June 28 2002,Efra�_n Varela Noriega,male,Colombia,Radio,No,local
June 3 2002,Tim Lopes,male,Brazil,Television,No,local
June 1 2002,Nava Raj Sharma,male,Nepal,Print,No,local
May 13 2002,Edgar Damalerio,male,Philippines,Print Radio,No,local
April 29 2002,Valery Ivanov,male,Russia,Print,No,local
April 12 2002,H̩ctor Sandoval,male,Colombia,Television,No,local
April 11 2002,Jorge Ibra�_n Tortoza Cruz,male,Venezuela,Print,No,local
March 13 2002,Raffaele Ciriello,male,Israel and the Occupied Palestinian Territory,Print,Yes,foreign
March 9 2002,Natalya Skryl,female,Russia,Print,No,local
March 2 2002,Harunur Rashid,male,Bangladesh,Print,No,local
February 1 2002,Orlando Sierra Hern��ndez,male,Colombia,Print,No,local
January 12 2002,Jimmy Higenyi,male,Uganda,Print,No,local
December 3 2001,Brignol Lindor,male,Haiti,Radio,No,local
November 28 2001,Gundars Matiss,male,Latvia,Print,No,local
November 26 2001,Ulf Str̦mberg,male,Afghanistan,Television,No,foreign
November 19 2001,Harry Burton,male,Afghanistan,Television,No,foreign
November 19 2001,Azizullah Haidari,male,Afghanistan,Print,No,local
November 19 2001,Julio Fuentes,male,Afghanistan,Print,No,foreign
November 19 2001,Maria Grazia Cutuli,female,Afghanistan,Print,No,foreign
November 11 2001,Pierre Billaud,male,Afghanistan,Radio,No,foreign
November 11 2001,Volker Handloik,male,Afghanistan,Print,Yes,foreign
November 11 2001,Johanne Sutton,female,Afghanistan,Radio,No,foreign
October 5 2001,Robert Stevens,male,USA,Print,No,local
September 28 2001,Martin O'Hagan,male,UK,Print,No,foreign
September 18 2001,Eduard Markevich,male,Russia,Print,No,local
September 11 2001,William Biggart,male,USA,Print,Yes,foreign
September 5 2001,Jorge Mynor Alegr�_a Armend��riz,male,Guatemala,Radio,No,local
September 5 2001,Marc Brunereau,male,Afghanistan,Print,Yes,foreign
July 31 2001,Muhammad al-Bishawi,male,Israel and the Occupied Palestinian Territory,Print Internet,No,local
July 30 2001,Moolchand Yadav,male,India,Print,Yes,local
July 29 2001,Juan Carlos Encinas,male,Bolivia,Print,Yes,local
July 26 2001,Georgy Sanaya,male,Georgia,Television,No,local
July 8 2001,Jorge Enrique Urbano S��nchez,male,Colombia,Radio,No,local
July 7 2001,Igor Aleksandrov,male,Ukraine,Television,No,local
July 6 2001,Jos̩ Duviel V��squez Arias,male,Colombia,Radio,No,local
June 14 2001,Fadila Nejma,male,Algeria,Print,No,local
June 14 2001,Adel Zerrouk,male,Algeria,Print,No,local
June 11 2001,Milan Pantic,male,Yugoslavia,Print,No,local
May 30 2001,Candelario Cayona,male,Philippines,Radio,No,local
May 2 2001,Kaset Puengpak,male,Thailand,Print,Yes,local
April 27 2001,Flavio Bedoya,male,Colombia,Print,No,local
April 21 2001,Nahar Ali,male,Bangladesh,Print,No,local
April 10 2001,Withayut Sangsopit,male,Thailand,Radio,No,local
March 29 2001,Kerem Lawton,male,Yugoslavia,Television,No,foreign
February 19 2001,Jos̩ Luis Ortega Mata,male,Mexico,Print,No,local
January 15 2001,Feng Zhaoxia,male,China,Print,No,local
January 5 2001,Salvador Medina Vel��zquez,male,Paraguay,Radio,No,local
January 3 2001,Roland Ureta,male,Philippines,Radio,No,local
December 13 2000,Alfredo Abad L�_pez,male,Colombia,Radio,No,local
November 22 2000,Carlos Cardoso,male,Mozambique,Print,No,local
November 17 2000,Olimpio Jalapit Jr.,male,Philippines,Radio,No,local
November 15 2000,Gustavo Rafael Ruiz Cantillo,male,Colombia,Radio,No,local
October 31 2000,Juan Camilo Restrepo Guerra,male,Colombia,Radio,No,local
October 19 2000,Mylvaganam Nimalarajan,male,Sri Lanka,Print Radio,No,local
September 16 2000,Georgy Gongadze,male,Ukraine,Internet,No,local
August 10 2000,Pradeep Bhatia,male,India,Print,No,local
July 16 2000,Shamsur Rahman,male,Bangladesh,Print Radio,Yes,local
July 16 2000,Igor Domnikov,male,Russia,Print,No,local
May 24 2000,Kurt Schork,male,Sierra Leone,Print,No,foreign
May 24 2000,Miguel Gil Moreno de Mora,male,Sierra Leone,Television,No,foreign
May 23 2000,Vincent Rodriguez,male,Philippines,Radio,No,local
May 12 2000,Aleksandr Yefremov,male,Russia,Print,No,local
May 8 2000,Saoman Conteh,male,Sierra Leone,Print,No,local
May 7 2000,Jos̩ Luis L�_pez de la Calle,male,Spain,Print,No,local
May 2 2000,Sufi Mohammad Khan,male,Pakistan,Print,No,local
April 27 2000,Roberto Mart�_nez,male,Guatemala,Print,No,local
